"day","CH_bioenergy_capacity","CH_solar_capacity","CH_wind_onshore_capacity","DE_bioenergy_capacity","DE_geothermal_capacity","DE_solar_capacity","DE_wind_capacity","DE_wind_offshore_capacity","DE_wind_onshore_capacity","DK_solar_capacity","DK_wind_capacity","DK_wind_offshore_capacity","DK_wind_onshore_capacity","FR_bioenergy_capacity","FR_geothermal_capacity","FR_hydro_capacity","FR_marine_capacity","FR_solar_capacity","FR_wind_onshore_capacity","GB.GBN_bioenergy_capacity","GB.GBN_hydro_capacity","GB.GBN_marine_capacity","GB.GBN_solar_capacity","GB.GBN_wind_capacity","GB.GBN_wind_offshore_capacity","GB.GBN_wind_onshore_capacity","GB.NIR_bioenergy_capacity","GB.NIR_solar_capacity","GB.NIR_wind_onshore_capacity","GB.UKM_bioenergy_capacity","GB.UKM_hydro_capacity","GB.UKM_marine_capacity","GB.UKM_solar_capacity","GB.UKM_wind_capacity","GB.UKM_wind_offshore_capacity","GB.UKM_wind_onshore_capacity","SE_wind_capacity","SE_wind_offshore_capacity","SE_wind_onshore_capacity"
"1900-05-24",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-05-25",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-05-26",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-05-27",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-05-28",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-05-29",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-05-30",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-05-31",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-01",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-02",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-03",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-04",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-05",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-06",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-07",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-08",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-09",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-10",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-11",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-12",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-13",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-14",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-15",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-16",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-17",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-18",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-19",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-20",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-21",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-22",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-23",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-24",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-25",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-26",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-27",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-28",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-29",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-06-30",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-01",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-02",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-03",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-04",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-05",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-06",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-07",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-08",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-09",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-10",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-11",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-12",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-13",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-14",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-15",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-16",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-17",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-18",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-19",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-20",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-21",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-22",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-23",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-24",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-25",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-26",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-27",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-28",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-29",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-30",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-07-31",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-01",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-02",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-03",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-04",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-05",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-06",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-07",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-08",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-09",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-10",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-11",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-12",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-13",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-14",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-15",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-16",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-17",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-18",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-19",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-20",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-21",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-22",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-23",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-24",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-25",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-26",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-27",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-28",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-29",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-30",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-08-31",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-01",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-02",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-03",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-04",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-05",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-06",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-07",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-08",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-09",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-10",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-11",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-12",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-13",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-14",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-15",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-16",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-17",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-18",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-19",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-20",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-21",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-22",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-23",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-24",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-25",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-26",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-27",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-28",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-29",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-09-30",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-01",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-02",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-03",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-04",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-05",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-06",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-07",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-08",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-09",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-10",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-11",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-12",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-13",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-14",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-15",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-16",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-17",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-18",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-19",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
